ID,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,ENTROPY,ZCR,TARGET
Person_58_rec_1_0,-5.615604701994682,1.9503044057897185,1.2191071287244686,0.604345896097678,0.13298013653346474,-0.12485151114357097,-0.17360105118270872,-0.08990920793463326,0.023067655109471612,0.08716923840284496,0.0775314363398088,0.01747939547854196,-1.144801801469847,27.0,58
Person_58_rec_1_1,-4.553929157039459,1.5349442011646577,1.0205833185193962,0.5825404527959492,0.20644580402587873,-0.043117125570744715,-0.13867557652660564,-0.10815483324462448,-0.017691523002949572,0.061794228813470624,0.08525792095459067,0.04724966378919519,-1.2046112908217284,23.0,58
Person_58_rec_1_2,-4.547791475660338,1.5797485126041955,1.0066037727402706,0.5572674305827492,0.19842759736134344,-0.030083933741952885,-0.11770714812537389,-0.0948001369731027,-0.018125757364875154,0.053623743917666666,0.0814320057793518,0.0560481968996062,-1.2448075597462243,25.0,58
Person_58_rec_1_3,-4.26848092051264,1.4169230162954864,0.9258685899019968,0.5407073482760587,0.2173038417711836,-0.0046390149136848234,-0.10523858225991728,-0.10128502343256165,-0.038169345839901885,0.030326739085003347,0.06351540654144014,0.047248749493675045,-1.234096066489293,33.0,58
Person_58_rec_1_4,-5.005482634882776,1.668944950770728,1.1271452926429637,0.6226644684314617,0.19150122875341463,-0.07051712065409001,-0.14033169125587355,-0.07649489634349636,0.023818742139804033,0.08087499778596802,0.06723340539542184,0.00622337694844632,-1.18814550428324,25.0,58
Person_58_rec_1_5,-5.960520075630652,1.9931771220491128,1.3990437182604545,0.7214468281836471,0.12498034413666613,-0.19453485025199693,-0.2086227135969257,-0.05076664544253661,0.09828875289263174,0.13160799223642522,0.059442557206752365,-0.03751561464710326,-1.2642503021769564,21.0,58
Person_58_rec_1_6,-6.91425116497632,2.6548996215942435,1.301847290203432,0.5653890107284525,0.07663103077957162,-0.1476750868276915,-0.15378184153027422,-0.046888955106791474,0.058954740659864474,0.09430275042508021,0.05443167070079201,-0.01952262152918099,-1.244267009508959,23.0,58
Person_58_rec_1_7,-5.7447679363877,1.927703400682712,1.2622978160105152,0.663745793199404,0.1793505039676321,-0.10153681336679121,-0.17114468424103313,-0.10099316603193201,0.007035143354272345,0.07460294965404397,0.07494593485560334,0.026643513757664283,-1.1632420398048198,27.0,58
Person_58_rec_1_8,-5.104033864801013,1.7290638070627684,1.1560603475463023,0.6367478967573665,0.19485431370710862,-0.08226548638275906,-0.16921621479921375,-0.11400698461359282,-0.004603800232879815,0.07820292278770845,0.09420046836006288,0.04960008091512365,-1.2261579109051164,23.0,58
Person_58_rec_1_9,-5.323200819870053,1.8914092079015121,1.1905991721220923,0.6186934677300573,0.16830248851835392,-0.10305290852858391,-0.18687950472461293,-0.1340572309154001,-0.02805881644507662,0.05449423838960093,0.07382622781035367,0.034347233873703406,-1.155782385371352,27.0,58
Person_58_rec_1_10,-5.612412006428889,1.9396425236953156,1.3622678239630186,0.6892354800949404,0.09558226999226992,-0.2175708983207762,-0.222708584059182,-0.056593589909462005,0.0979189233876496,0.13328611359517178,0.059782914000512645,-0.04058244052775988,-1.3173525028056974,21.0,58
Person_58_rec_1_11,-5.130067315019028,1.8128836992629562,1.2123328614917581,0.6745601272617306,0.22189877333521132,-0.06623475564061376,-0.17039646081824725,-0.13723884024009134,-0.046747624320906525,0.029498878486091677,0.05558332773472428,0.03407407916236681,-1.1985492315221649,17.0,58
Person_58_rec_1_12,-4.959102815547366,1.7299136718902164,1.1171139158593282,0.5880344448003485,0.16072861957510481,-0.0898036832591978,-0.15165950818341578,-0.08313872009713456,0.023332429916507604,0.08927695874402469,0.0826313531383722,0.020488954460033633,-1.0239378656847278,29.0,58
Person_58_rec_1_13,-5.706675568988472,2.020272856369217,1.2315404250325024,0.5956710310660643,0.1224365946779621,-0.129849073354365,-0.17262172600730682,-0.08644863253561684,0.023753627129546942,0.08052034706070887,0.06206206949868499,-0.004569965619598834,-1.1616139612126077,27.0,58
Person_58_rec_1_14,-4.528593926001091,1.548423800106213,1.0081800788519455,0.5686514504050284,0.20638906224131304,-0.027962684290562593,-0.11769527852059757,-0.09349114135437202,-0.016496340115420633,0.05082396137316527,0.07002482774952523,0.03707394509094127,-1.214357730537447,29.0,58
Person_58_rec_1_15,-4.509587011186908,1.5472131333157684,0.9952120013278898,0.5538802845522691,0.19451924948511606,-0.037551036802113594,-0.12913261302084642,-0.11100791533056847,-0.0408118702319444,0.024342334019365322,0.050098749985747926,0.0325048491967683,-0.8307260358795685,39.0,58
Person_58_rec_1_16,-4.529186983906939,1.5583324539219512,0.9926138743874998,0.5400982022204933,0.1729180008045359,-0.06058004552812011,-0.14438920474241151,-0.10974630275476789,-0.019486474741063246,0.06087220595038651,0.08945547949590119,0.06000479009788172,-1.1701251562449615,49.0,58
Person_58_rec_1_17,-5.895233470351714,1.990572626038819,1.32711438658222,0.655508872650614,0.10255368015110193,-0.18883600883074808,-0.2127692679527938,-0.08454844407455668,0.04847167322308461,0.09494819647506655,0.05210888983627097,-0.024123256493020797,-1.1893762504909766,27.0,58
Person_58_rec_1_18,-4.357368948537302,1.5310348917694503,1.002489251560786,0.5581443946357922,0.1854114607191478,-0.054767968745147166,-0.14144080390120778,-0.10784152730167332,-0.02101591702134442,0.05201395927032553,0.07234436786489505,0.03899431331322919,-1.2433716282202203,29.0,58
Person_58_rec_1_19,-4.411843069702516,1.5515920495877422,1.0213472093765188,0.5790359338696703,0.2104748949917251,-0.025983057240164243,-0.11172898296310685,-0.08116569805810334,-0.001046466930404788,0.06304678333233102,0.07420961667618771,0.033482450407239385,-0.7821016981040377,23.0,58
Person_58_rec_2_0,-4.6734394300599735,1.5810190354412588,1.042352841852202,0.5884495940784923,0.20804585610498577,-0.038302113567169345,-0.1310802023052716,-0.10469518503544062,-0.02583885398924744,0.04066504835082679,0.05890684588937943,0.029739634264984712,-1.222675439639704,31.0,58
Person_58_rec_2_1,-4.946609058300101,1.6882709036394334,1.1175569921903497,0.6163663615422087,0.19753648302608462,-0.06626360494833966,-0.1570976965435393,-0.1189388962018203,-0.027951861361134322,0.0466808789434151,0.06949792672963816,0.04288069572973721,-1.204075600011366,33.0,58
Person_58_rec_2_2,-4.878735693789467,1.6808503347719022,1.0915094741961888,0.5851638956212848,0.17803290014253914,-0.06393581403647965,-0.13328162362396795,-0.08247625254231286,0.008496287423050544,0.07113247025428086,0.0737199981924989,0.02423090461700913,-1.2365655715565786,25.0,58
Person_58_rec_2_3,-6.306988973619986,2.507946199561527,1.149537862434426,0.5772804022568315,0.06465312829057111,-0.15672312616722636,-0.19289238099044287,-0.09294726178266736,0.023182168157525156,0.08940542131082777,0.08080642721856991,0.022860076299485155,-1.1529488091441082,31.0,58
Person_58_rec_2_4,-5.26893415275023,1.9370895881082382,1.130042906975685,0.5333967253711432,0.10695637563340797,-0.1182803264309995,-0.15916770845871436,-0.08635878974358281,0.00952713909279607,0.06043494590810411,0.0461398542786039,-0.009557234706926581,-1.1508138946568636,39.0,58
Person_58_rec_2_5,-5.656183040896195,2.0050020222015092,1.1935554161267816,0.5841731506454974,0.14363678306908437,-0.09428127611650416,-0.14639218341385013,-0.08270582831172434,0.009192970643535331,0.06451189009810541,0.06210852306293801,0.018581052218641553,-1.245721990931292,29.0,58
Person_58_rec_2_6,-4.673212632274793,1.5953457745773345,1.01851771706109,0.5515714899545763,0.17629828687769536,-0.05501395938644452,-0.13038987781617364,-0.08975250734329038,-0.0029079704402252137,0.06441529027484508,0.07722403267905259,0.03863139302727438,-1.0954681622755986,35.0,58
Person_58_rec_2_7,-4.808959626073704,1.7704930538983785,1.100133879472198,0.53672849876615,0.10276997182854197,-0.13035652365056935,-0.16218500900715452,-0.06583156391078462,0.05417471418658729,0.11489240997978199,0.08902879370170065,0.00514232226615361,-1.1964893971329122,37.0,58
Person_58_rec_2_8,-4.999565957922071,1.7903405461567736,1.1376413989356178,0.580570756258016,0.1424465084972541,-0.10766231036518657,-0.1678015897479584,-0.10204054954168527,-0.0006609951920612755,0.06493741511497102,0.06773257229070773,0.02259219833767636,-1.2295393291058196,31.0,58
Person_58_rec_2_9,-5.105934697216137,1.7777862024332818,1.1659017055023084,0.608803857994408,0.1503525831645659,-0.11587891114772449,-0.17318854666560937,-0.08697826786302648,0.03855127438426,0.11589655161562032,0.11031629075705723,0.041527246228968154,-1.2050637071928916,27.0,58
Person_58_rec_2_10,-5.105152192684964,1.7371167688499751,1.1632607631584497,0.6303418191372638,0.1751487462315611,-0.10397951152737048,-0.1822697068097921,-0.11800887289057736,-0.009341885643934877,0.061732683716415826,0.06402450863856911,0.016374683267763476,-1.0991712225705856,33.0,58
Person_58_rec_2_11,-4.789998996993907,1.6970220037836685,1.1093074585520417,0.6014586692612468,0.18010618980748477,-0.08112883161061413,-0.16237842454625126,-0.10924176935562149,-0.0035608775338020838,0.07868048178290055,0.09795542285815494,0.05762697071005781,-1.4454593728910572,21.0,58
Person_58_rec_2_12,-5.013473975082986,1.7781506660717732,1.1560733341528295,0.6193068227189278,0.1843019694807125,-0.07596540890174977,-0.14859643508477544,-0.08802695153167264,0.016966376184856646,0.08811434256553449,0.08939747601576596,0.03217159600757357,-1.2720886029846272,23.0,58
Person_58_rec_2_13,-4.430944325781483,1.577922117344928,1.0293828392260738,0.5883483208070499,0.22223656490138893,-0.022035733543954515,-0.1251149108754191,-0.11153627196432635,-0.037349221237488746,0.03572147134114138,0.0654418060766403,0.042181704897378866,-1.4217437396196586,23.0,58
Person_58_rec_2_14,-4.520460593181891,1.573323264140826,1.0032348620987648,0.5504676729516805,0.18800921862482745,-0.0396973600909556,-0.12328628974980413,-0.09845389562842309,-0.025965643145077356,0.037408569757464996,0.06026850850357738,0.041394825370866674,-1.2311042043413853,37.0,58
Person_58_rec_2_15,-6.675050183793945,2.485745379499444,1.4395457104030276,0.609281735232945,0.03281085994864203,-0.21637512023096478,-0.19272086454875928,-0.04809584225145668,0.06832597810583677,0.08972062254154652,0.03937826807323294,-0.02187799876125445,-1.1857145678221224,31.0,58
Person_58_rec_2_16,-4.20998792631429,1.5081190560663325,0.9647525575749564,0.5429576461812665,0.19854026992428123,-0.03002074080467863,-0.12672089021285177,-0.11433157679852365,-0.043880340856326604,0.02817670615148117,0.06226431624093672,0.047463486250959336,-1.2296505703356273,33.0,58
Person_58_rec_2_17,-4.172098078642732,1.4735235070420454,0.9580550787182844,0.5563794704335921,0.22277672898896625,-0.004570986708570001,-0.10819091912812301,-0.10767622694402791,-0.049891490327479165,0.01266349354224706,0.04292103528566306,0.030225923630719277,-1.2415036837015725,25.0,58
Person_58_rec_2_18,-6.644350496317095,2.4019406676682653,1.412390722434443,0.6323770658458695,0.04846761737859241,-0.21887560710885234,-0.20240156507990772,-0.05129311150938113,0.07940006047236771,0.11347378774075674,0.06454648315715095,-0.009700023323034964,-1.081948638592683,29.0,58
Person_19_rec_1_0,-2.6457795177230685,0.9634667829238014,0.5726847461032198,0.3212954708166957,0.12058217994831802,-0.02298412208546111,-0.09974426968333144,-0.11298012394592662,-0.08045241436054006,-0.028911786757062564,0.014735612391804655,0.032014867561799366,-1.2291457742260976,71.0,19
Person_19_rec_1_1,-5.805153830006516,2.140076175685412,1.2896165345888548,0.5571475995400572,0.003991663433860874,-0.2728466660418697,-0.2867104566053507,-0.14720896206946046,0.010434812286768942,0.09469496798304106,0.08740333262622317,0.026642885215163753,-1.1810544667238967,53.0,19
Person_19_rec_1_2,-4.409651883415799,1.560496448234897,0.9769042856311376,0.4950432818462132,0.10531094775902108,-0.13345728645745883,-0.20555555812593249,-0.15024287000394987,-0.03991340756982755,0.05401528885111349,0.08898054334844045,0.06127797863967191,-1.2572243017716802,57.0,19
Person_19_rec_1_3,-4.808643240161584,1.7591189265632012,1.1225173217127022,0.520701325149043,0.036440146423138635,-0.2177934086448809,-0.23842845136730556,-0.12028519976785948,0.012629244134310656,0.0767230892660869,0.05821260702640396,-0.004081799949153459,-1.2456474368753296,53.0,19
Person_19_rec_1_4,-5.095875422309596,1.8672874238589534,1.1641986545156464,0.5194774247298265,0.024051274013498734,-0.2285437352380864,-0.24922244032737198,-0.1314342061051668,0.009012270624863688,0.08983502901259348,0.08759971367827606,0.028262091009023188,-1.212202968362062,63.0,19
Person_19_rec_1_5,-4.3237985868008435,1.608248234658354,0.998982367644898,0.49372524703074905,0.09072039997418084,-0.15270396854875995,-0.22625551264392685,-0.17309455498188572,-0.06530837819511899,0.02927891228274432,0.07159122275260127,0.057884649496251266,-1.1763621349621853,51.0,19
Person_19_rec_1_6,-2.9010998457377832,0.8104347199646602,0.45291547290725287,0.23035722427379254,0.0526822155728908,-0.07169180479698677,-0.12982452086079263,-0.122650437703946,-0.06802678428806204,0.004668572769144327,0.06468459220188053,0.09048847359510963,-1.1485963393815035,41.0,19
Person_19_rec_1_7,-2.6963515874386292,1.0030165287555148,0.6087341355286038,0.33946220505932756,0.1177485384308329,-0.03911386898450879,-0.11640664050639124,-0.11988057306605014,-0.07493247816902766,-0.01627508806821301,0.02540350431201,0.033802163426318185,-1.1635498750439135,61.0,19
Person_19_rec_1_8,-5.351796957120575,2.036525203130071,1.174292180024291,0.5125878243258655,0.04001684639718144,-0.20231102404460427,-0.23425224131100758,-0.13578825210363668,-0.007817481118359426,0.07253439067495618,0.0772838354197458,0.024602463770530058,-1.2995623800793523,45.0,19
Person_19_rec_1_9,-5.985253880261322,2.2750988729785537,1.2889779711728162,0.5436637241521467,0.013187670440955286,-0.2573345610043945,-0.2868168334539873,-0.16395026867517018,-0.0048576297486809875,0.09923061622700594,0.11368223693310053,0.05862754892028017,-1.28112608761456,47.0,19
Person_19_rec_1_10,-6.040711572643494,2.4842978458290577,0.9373926044190699,0.6260073678278862,0.020500586737971678,-0.10274431493788179,-0.2506777120563455,-0.13520854137801874,-0.07710681518039829,0.04399393425436205,0.05519795630086264,0.06223674568531852,-1.2547433911863055,49.0,19
