ID,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,ENTROPY,ZCR,PERSON,TARGET
Person_58_rec_1_0,-6.0112600272421135,1.7178656863075237,1.2274088848920328,0.8047946345222246,0.4092287399062449,0.09167178202948692,-0.10857526951747598,-0.18480832585190365,-0.16238229488554776,-0.08638137230852723,-0.004558585448574585,0.04773433948648065,-1.1175599914058563,21.0,58,90
Person_58_rec_1_1,-4.8430400708359285,1.4082356972727599,0.9941869851139312,0.6837184530461955,0.39655077553758,0.1524627282292661,-0.02289227458836864,-0.11721860579733384,-0.1364703619558557,-0.10216606049839408,-0.04401029595705549,0.00918633916913888,-1.2528216670891505,21.0,58,90
Person_58_rec_1_2,-5.936702320241147,1.6678959298130007,1.2077356813334177,0.8100388242769766,0.42878932235395645,0.11540185769770725,-0.08742042758293037,-0.16928920701690323,-0.1531133180647197,-0.08298185141250898,-0.006502685018972831,0.04100868265333102,-1.2242338357713558,25.0,58,90
Person_58_rec_1_3,-4.539407370460991,1.3077459356407704,0.9052238972802618,0.6179218009994076,0.35914909053613375,0.1419091929338511,-0.013553679103031725,-0.0977247351751943,-0.11629074332663966,-0.08796443501279726,-0.03832606521410963,0.007767117431096108,-1.2227543983760214,27.0,58,90
Person_58_rec_1_4,-4.8436922625158285,1.3922872227795606,0.9791607138157394,0.674108273093589,0.3958138763290542,0.16174559632556737,-0.005414070026704022,-0.09605221845609221,-0.11755976885688289,-0.09103475075408368,-0.04389916206602308,-0.0014778741198118238,-1.1921885542698842,21.0,58,90
Person_58_rec_1_5,-6.118400699634227,1.7153435639549863,1.2803083091833427,0.8630560142737155,0.4413773522439193,0.09321889422684385,-0.12223800063102586,-0.1935127628540217,-0.15458404854825422,-0.06431025230630356,0.019623982241011504,0.06060408208539689,-1.2861183437692394,17.0,58,90
Person_58_rec_1_6,-6.94026147165074,2.1711761148710664,1.3557427109600322,0.8055385502656949,0.3800308895117048,0.07404419445079083,-0.10655577161305207,-0.17163336126492096,-0.1502248556090743,-0.0830312676476537,-0.010544673904451707,0.03771139740651773,-1.2455305502650658,23.0,58,90
Person_58_rec_1_7,-6.874901056654134,1.9227277873186583,1.4243901574981366,0.9404882334267972,0.45588376145730963,0.058307687076890664,-0.18451277019504406,-0.2578695968406523,-0.1998717978291104,-0.07969099618161234,0.032457251806284636,0.09015392055572605,-1.1686957934868696,27.0,58,90
Person_58_rec_1_8,-5.363954835401708,1.53221141361882,1.0903506655211914,0.7451129419338808,0.4232532089140066,0.1513192793018657,-0.04060087850530813,-0.1392343642768599,-0.15295286338485878,-0.10798048901912856,-0.03931668013282377,0.020040599242286274,-1.1122468889810018,17.0,58,90
Person_58_rec_1_9,-6.4253835632185,2.024753410093017,1.2524748452246022,0.7550810332993277,0.37692851998116184,0.09917151157928278,-0.0776036605387295,-0.15910185007125313,-0.1633114647424452,-0.11794778497068038,-0.05390004650514641,0.0020568469782833955,-1.1472429586551574,17.0,58,90
Person_58_rec_1_10,-4.79150276592589,1.4179391964571055,1.0086112249703851,0.697299894592397,0.4049243596385276,0.1535418114291196,-0.028625602372161843,-0.1271643904367057,-0.1468854681863937,-0.10934057867834585,-0.045307120583644556,0.014693763252085996,-1.3124174291400799,19.0,58,90
Person_58_rec_1_11,-5.301844885120031,1.6442673495413613,1.1582779691549185,0.7686642160644165,0.41084124569938385,0.11702163240032729,-0.08171714698981565,-0.17552943770112492,-0.17865969674497884,-0.12294067726260062,-0.0465307455104267,0.017574411575503,-1.122478268638276,15.0,58,90
Person_58_rec_1_12,-5.520538991388107,1.5642238894011162,1.1078829047580723,0.7509709251908933,0.4233225572660091,0.1522965051979267,-0.033862743643609104,-0.12573370276790602,-0.13601027251714992,-0.0938513672011924,-0.034408126131788105,0.012229084850407915,-1.1059003988148395,25.0,58,90
Person_58_rec_1_13,-5.667813807856449,1.6273655888903935,1.1781792797835537,0.7939183252137203,0.42512859446963847,0.11916259680328287,-0.08352554982014734,-0.1716932733528233,-0.16458492280545003,-0.10144772280961638,-0.026051059996842263,0.027397934691945472,-1.2115715888654313,23.0,58,90
Person_58_rec_1_14,-5.2939569824672885,1.4974155897082693,1.085740625739519,0.7530384077360183,0.4296744803417108,0.1486748009135796,-0.05331849786256517,-0.15848487052810808,-0.17343140707161514,-0.12494988892193905,-0.04982536132278473,0.01702624700542104,-1.2280712609680307,27.0,58,90
Person_58_rec_1_15,-5.015157574991516,1.4649988512873358,1.0268447779495482,0.6896726075858639,0.3779152506818225,0.11657343807483343,-0.06528331142363511,-0.155130023365726,-0.16187448594221202,-0.11191503033062469,-0.039869825360643624,0.022208231561765275,-0.8010236591611641,37.0,58,90
Person_58_rec_1_16,-4.712763728080233,1.3812354489262808,0.9460524061335954,0.6312652777631745,0.3521931451927261,0.12288437268733708,-0.03660693569768787,-0.11817366723549573,-0.12980322115277745,-0.09285136612416535,-0.03527311483301186,0.016446139906736715,-1.161779402409549,41.0,58,90
Person_58_rec_1_17,-5.234960890493772,1.5111612376449757,1.0464780564235512,0.6974624972977759,0.3862448399489417,0.13162243325896456,-0.044392954708676616,-0.13435781773546993,-0.14864169076070685,-0.11144837576031706,-0.052901016995360255,-0.000311722018133157,-1.1795429696153508,27.0,58,90
Person_58_rec_1_18,-4.370536529171322,1.347233859394375,0.9201730193278936,0.616001037967311,0.3473517606865906,0.1252883093729772,-0.03212575609268231,-0.1169529974591986,-0.13544084827757194,-0.10593617572237127,-0.05321342753538361,-0.0015348330659480662,-1.2329259503608274,25.0,58,90
Person_58_rec_1_19,-4.527880895900414,1.3761749443147913,0.9601317177791598,0.6581894368635678,0.3851856084124048,0.15526202156943367,-0.010509419301356663,-0.10206045304384857,-0.12480586750830437,-0.09748894587308897,-0.0460220235711482,0.004145853007430804,-0.7055190612468245,17.0,58,90
Person_58_rec_2_0,-4.909895583643251,1.40593558946917,1.00807176629262,0.6972285265480663,0.3999413237385349,0.1444141899090544,-0.03728892060403446,-0.13060701470215638,-0.14337064943043404,-0.10131188635109391,-0.03814405735814695,0.0155384903112722,-1.1461479287465763,23.0,58,90
Person_58_rec_2_1,-5.421081009315689,1.5686096440913597,1.1266996899843869,0.7586682742863008,0.40763278191570324,0.11444036518669859,-0.08288076173468224,-0.17097956473501166,-0.16451761184975697,-0.09880643771292331,-0.016683981288679744,0.045179636193980896,-1.2358354169641759,25.0,58,90
Person_58_rec_2_2,-5.060059200538976,1.4665856366102128,1.0507663119367914,0.716988317216424,0.3980778710797177,0.12726660073996213,-0.06073623829535537,-0.15153408940405302,-0.15562078183959466,-0.10294829484300722,-0.03167990664422058,0.02427408483819248,-1.253371683827193,21.0,58,90
Person_58_rec_2_3,-5.368419377691574,1.524714323188107,1.114767087250268,0.7673774835615405,0.4234040785850903,0.12714704717278763,-0.07753317452621165,-0.1723019759395942,-0.1694926040634381,-0.10473567054043685,-0.02251877450344842,0.03913271461543405,-1.2408223496773911,27.0,58,90
Person_58_rec_2_4,-6.1708075986869275,1.7454727759085569,1.3597123537787406,0.8967740738868073,0.40039040438824586,0.009882344252468341,-0.19692913625089611,-0.23057415261482042,-0.15888453342071165,-0.058545631012974504,0.018865268628201096,0.05493244823483955,-1.168567934397509,31.0,58,90
Person_58_rec_2_5,-5.329951360777769,1.6068895661233968,1.0774789188741618,0.6955572080452935,0.37208141718566895,0.11804329544106065,-0.04999658418123925,-0.12875703739905872,-0.1321750234453232,-0.08753341858638566,-0.027160523374961786,0.020842588804345433,-1.1994227237373547,27.0,58,90
Person_58_rec_2_6,-5.1242448117592305,1.5062481496892544,1.024382322523375,0.6721423263727847,0.3643366696119873,0.11589743249547779,-0.05245941302883862,-0.13330890522300076,-0.13713525830825873,-0.08933354996203006,-0.022491258077159335,0.03302956708890273,-0.9455156441586161,33.0,58,90
Person_58_rec_2_7,-6.394984945013349,2.0589681914676214,1.2792034288251555,0.7346444708897993,0.3253801473138773,0.04251931204065735,-0.11762837771706293,-0.1697813217621747,-0.1424068633602568,-0.07289482625343137,0.0012232781932371628,0.05121977725616678,-1.2182928101974715,35.0,58,90
Person_58_rec_2_8,-6.057574904598695,1.7670001069147543,1.2767005987933076,0.8330348613588426,0.40814855742112893,0.06612985539661638,-0.14507065153120988,-0.2168100493684921,-0.17869778208002646,-0.08365119703591699,0.012664853480533176,0.06996695956481754,-1.1392614998799924,27.0,58,90
Person_58_rec_2_9,-5.451784546337898,1.5376238330459893,1.1279314931082982,0.7830671032888075,0.44060177429533104,0.14219842200749572,-0.06841435765895337,-0.1702364426788769,-0.17161945550658333,-0.1053021636430959,-0.01590953416761342,0.05503597566913457,-1.116650314028739,25.0,58,90
Person_58_rec_2_10,-4.713146184245962,1.422708228812002,0.9823285189054509,0.6573856548279677,0.3649576790836481,0.12185901723683544,-0.04900240553999195,-0.13740974877535955,-0.15051242203677612,-0.11020784615018892,-0.046066726444318674,0.013329673356533955,-1.191479267125613,23.0,58,90
Person_58_rec_2_11,-4.834219169202465,1.4497931041124643,1.0140388470387103,0.6873237581260382,0.3899952876034186,0.14209756019426567,-0.03128064401472581,-0.11945475372852073,-0.13086230242444327,-0.08981231755361377,-0.028309359391540438,0.023775554339350365,-1.4888255155223935,19.0,58,90
Person_58_rec_2_12,-4.9662849111564515,1.5010763631479238,1.0565040520536066,0.7195896546731892,0.41249460427584933,0.1552806924550599,-0.027552134943442132,-0.12537089219892716,-0.14552935808768253,-0.11031834195625209,-0.04968941016563714,0.007405481300250116,-1.2327842523695451,21.0,58,90
Person_58_rec_2_13,-4.9669740885621,1.4544853174439765,1.032122614549252,0.7057560144942163,0.40273487318600787,0.14875291255414722,-0.027899220729090523,-0.11578983978334,-0.1243300450798551,-0.07953767123876468,-0.015051488649774526,0.03811091827654439,-1.3535690060527028,21.0,58,90
Person_58_rec_2_14,-5.582360792246102,1.6367497592180253,1.1358520151515707,0.7361032454951356,0.3782489552715969,0.09473069749931444,-0.08694987469227142,-0.16228677065580435,-0.15063317406217627,-0.08730518441097965,-0.011719227585208391,0.04400322464474632,-1.2587031849980772,33.0,58,90
